Fecha,ID,Gradient Clip Val,Hidden Size,Dropout,Hidden Continuous Size,Attention Head Size,Learning Rate,Loss Function,Epochs,Val Loss,Test MAE,Test MAPE,Test RMSE,Training Time (s)
2024-11-15 19:26:01,1,0.01,8,0.1,128,16,0.005,QuantileLoss,50,54.72821807861328,131.40058156476047,0.024978633300846174,141.89631226534271,1374.354495
2024-11-15 19:49:30,2,0.05,8,0.3,128,8,0.01,QuantileLoss,50,115.71781158447266,185.60143396750678,0.03555491770279701,197.41834116930858,1405.909596
2024-11-15 20:12:39,3,0.01,32,0.3,16,4,0.005,QuantileLoss,50,95.71176147460938,167.37355415295275,0.031930155033035534,181.60345404406513,1385.134166
2024-11-15 20:36:42,4,0.05,16,0.2,128,16,0.005,QuantileLoss,50,106.41419982910156,128.30935596437556,0.024540066152141486,146.3432247090017,1440.048032
2024-11-15 21:00:56,5,0.01,16,0.1,128,16,0.03,QuantileLoss,50,22.039403915405273,192.21216064956155,0.03669553196506518,222.34267884345041,1450.161514
2024-11-15 21:24:09,6,0.01,8,0.1,64,16,0.005,QuantileLoss,50,82.33212280273438,53.15350322137356,0.010101172682893721,68.4097460122005,1390.324027
2024-11-15 21:47:16,7,0.03,8,0.3,16,4,0.01,QuantileLoss,50,46.56557083129883,215.78538318625678,0.04120283167946653,229.39043596275212,1383.397787
2024-11-15 22:10:38,8,0.03,8,0.2,64,8,0.01,QuantileLoss,50,71.4385757446289,175.41181678000677,0.03348614105289939,186.6348642055858,1398.828084
2024-11-15 22:34:20,9,0.03,8,0.1,128,16,0.01,QuantileLoss,50,36.076942443847656,141.70491564528317,0.02693943710275997,163.61416222300502,1419.151358
2024-11-15 22:58:20,10,0.05,16,0.3,64,8,0.01,QuantileLoss,50,49.284889221191406,92.697274318715,0.01766555807481053,104.35062267526695,1437.140684
2024-11-15 23:23:02,11,0.05,16,0.3,128,16,0.01,QuantileLoss,50,84.26998138427734,237.55359412375677,0.04537177732367302,249.6234583026651,1478.096493
2024-11-15 23:47:42,12,0.01,16,0.1,128,8,0.005,QuantileLoss,50,105.87659454345703,221.43006420851782,0.0420609356569445,252.38458974429358,1477.508392
2024-11-16 00:10:58,13,0.03,8,0.2,128,16,0.01,QuantileLoss,50,26.428483963012695,92.44166070487152,0.01772922284381321,124.0096122765051,1391.575576
2024-11-16 00:31:15,14,0.05,16,0.1,16,16,0.03,QuantileLoss,50,127.89002990722656,282.1621800612568,0.053681776446338765,294.18442433076575,1213.192754
2024-11-16 02:23:36,15,0.03,8,0.2,16,8,0.01,QuantileLoss,50,68.88414001464844,115.27054981802107,0.02197711135331247,133.42454446910364,1426.271989
2024-11-16 02:47:53,16,0.01,8,0.1,16,16,0.005,QuantileLoss,50,58.210487365722656,166.95862379215842,0.031795915984800915,193.18617909136046,1454.620679
2024-11-16 03:12:16,18,0.03,32,0.3,128,4,0.01,QuantileLoss,50,30.96323013305664,82.54222598137558,0.015680431514901866,97.42662171609734,1459.408809
2024-11-16 03:37:09,19,0.01,32,0.3,64,4,0.03,QuantileLoss,50,83.52627563476562,156.23004362350227,0.029789442239482454,177.19767636995635,1488.971596
2024-11-16 04:02:21,20,0.01,32,0.1,128,8,0.005,QuantileLoss,50,80.34547424316406,140.08081336827155,0.026852928353333194,157.0342348927179,1509.095329
2024-11-16 04:27:26,21,0.03,16,0.1,64,8,0.03,QuantileLoss,50,14.030841827392578,177.1549650088302,0.03361374402464564,206.3522637891656,1501.236489
2024-11-16 04:51:44,22,0.03,8,0.1,16,4,0.005,QuantileLoss,50,42.59565353393555,115.89876669806134,0.02209209270957489,136.12989783408844,1454.611259
2024-11-16 05:16:35,23,0.03,8,0.3,128,16,0.005,QuantileLoss,50,26.749135971069336,106.28122038350426,0.020229965509673778,118.95044994243507,1487.535446
2024-11-16 05:41:35,24,0.03,16,0.2,128,4,0.005,QuantileLoss,50,64.39353942871094,88.38214097306502,0.016769508443869183,110.06707271570714,1496.733362
2024-11-16 06:06:33,25,0.01,8,0.3,64,16,0.03,QuantileLoss,50,19.075353622436523,93.86139862722767,0.017840180506766452,112.96070973174423,1494.141396
2024-11-16 06:32:55,26,0.01,32,0.3,128,16,0.01,QuantileLoss,50,44.846500396728516,106.64305101790593,0.02027482387999794,124.89656408329316,1578.25938
2024-11-16 06:58:34,27,0.03,32,0.2,64,8,0.005,QuantileLoss,50,22.73104476928711,138.84513417634213,0.026447976300963832,161.74669416438218,1535.757655
2024-11-16 07:24:18,28,0.03,32,0.3,16,4,0.01,QuantileLoss,50,33.79910659790039,92.99124429016793,0.01772807201520844,112.62240637597398,1539.975236
2024-11-16 07:50:03,29,0.01,8,0.2,128,16,0.01,QuantileLoss,50,25.339550018310547,123.17236983421095,0.023512063594102246,136.56226995585385,1540.98227
2024-11-16 09:49:05,30,0.05,32,0.1,128,4,0.01,QuantileLoss,50,63.24911117553711,138.52361678737677,0.026239279235981166,154.36606808349921,1429.321242
2024-11-16 10:13:29,31,0.03,16,0.2,64,8,0.005,QuantileLoss,50,79.40904998779297,135.01928096384393,0.025703377072619847,154.23619461829733,1461.438246
2024-11-16 10:37:15,32,0.01,32,0.3,64,4,0.01,QuantileLoss,50,142.2595672607422,275.74887146750683,0.05291704045461166,284.1007491526385,1421.986807
2024-11-16 11:01:45,33,0.03,16,0.2,128,16,0.03,QuantileLoss,50,122.3152084350586,223.0722897172523,0.04259571876368594,255.30399550700346,1466.603075
