Fecha,ID,Gradient Clip Val,Hidden Size,Dropout,Hidden Continuous Size,Attention Head Size,Learning Rate,Loss Function,Epochs,Val Loss,Test MAE,Test MAPE,Test RMSE,Training Time (s)
2024-11-13 14:05:28,1,0.03,8,0.3,16,4,0.005,MAPE,50,0.025347910821437836,117.94999265625,0.02237189040246576,136.81599405521385,1135.737819
2024-11-13 14:21:17,2,0.01,16,0.2,16,4,0.03,MAPE,50,0.03897625952959061,267.28759843750004,0.05088571384033092,297.1725216928944,946.551198
2024-11-13 14:40:58,3,0.03,32,0.1,64,8,0.03,MAPE,50,0.0318882092833519,242.14457890625008,0.04605383548977815,264.19095189836673,1178.355301
2024-11-13 15:00:01,4,0.03,8,0.2,128,4,0.01,MAPE,50,0.02468862757086754,96.78195078125,0.01831898308845308,115.61357400320988,1139.960941
2024-11-13 15:19:46,5,0.01,32,0.1,64,8,0.01,MAPE,50,0.017056362703442574,115.20601874999997,0.02194815860031774,135.49559621167768,1183.047154
2024-11-13 15:38:47,6,0.05,8,0.2,128,4,0.01,MAPE,50,0.022909803315997124,129.31549296874996,0.024564246142130458,139.6893405064696,1138.196296
2024-11-13 15:58:02,7,0.03,8,0.2,64,16,0.03,MAPE,50,0.038476746529340744,200.20196187500002,0.03791288310745735,226.68204113952189,1151.652581
2024-11-13 16:18:07,8,0.03,32,0.3,64,16,0.03,MAPE,50,0.02261763997375965,173.35823843750003,0.03288548413098061,197.20472260382732,1202.374872
2024-11-13 16:37:32,9,0.01,8,0.2,128,16,0.01,MAPE,50,0.03427095338702202,175.66028468750005,0.033402570517096934,192.8113384715195,1161.741365
2024-11-13 16:57:54,10,0.05,8,0.2,16,8,0.03,MAPE,50,0.012510857544839382,98.76177499999999,0.018665073849873048,113.96506939022815,1219.785359
2024-11-13 17:20:58,11,0.05,32,0.3,128,16,0.01,MAPE,50,0.03708735480904579,176.69040875000007,0.03362265707449937,189.33251906688878,1381.215802
2024-11-13 17:43:04,12,0.03,8,0.1,128,16,0.005,MAPE,50,0.01357174851000309,113.20287906249995,0.021457087805082292,134.71080467958595,1322.379381
2024-11-13 18:06:17,13,0.01,32,0.2,16,16,0.01,MAPE,50,0.039528824388980865,158.40192296875006,0.0301050678469491,174.54639315085464,1389.165455
2024-11-13 18:24:33,14,0.05,16,0.3,16,16,0.01,MAPE,50,0.027156861498951912,137.73507328125007,0.026145410551783748,156.50339268877474,1093.317808
2024-11-13 18:48:05,15,0.03,32,0.1,16,16,0.03,MAPE,50,0.03976806253194809,199.70352828125004,0.037959990179769906,216.84525465093353,1407.971032
2024-11-13 19:13:02,16,0.01,8,0.2,128,8,0.005,MAPE,50,0.0160332340747118,78.67183656249995,0.015014456135680187,95.77341811489933,1492.529834
2024-11-13 19:37:00,17,0.05,8,0.1,128,4,0.03,MAPE,50,0.01594492420554161,121.88022031249999,0.023166613801471638,143.95553866097265,1434.609915
2024-11-13 20:00:10,18,0.01,32,0.2,64,16,0.03,MAPE,50,0.060951896011829376,302.66552703125,0.0575884198588342,321.54020880919643,1387.125611
2024-11-13 20:20:18,19,0.01,8,0.2,16,16,0.01,MAPE,50,0.02097388543188572,84.84235984374997,0.01606609718495555,99.02226846440453,1205.901662
2024-11-13 20:39:25,20,0.05,8,0.1,64,16,0.03,MAPE,50,0.0143471360206604,177.24779359375003,0.03371931808419671,196.48689367161614,1143.840756
2024-11-13 20:58:33,21,0.03,16,0.3,16,8,0.01,MAPE,50,0.03499133884906769,147.03778906250005,0.027909300431643122,164.54075781212225,1145.198792
2024-11-13 21:17:44,22,0.01,16,0.2,64,4,0.01,MAPE,50,0.014891666360199451,186.18279109375004,0.035338150029929044,205.11968290858684,1148.02711
2024-11-13 21:41:02,23,0.03,8,0.2,128,8,0.01,MAPE,50,0.021695364266633987,189.19943937500008,0.03595201127766668,212.4696793747868,1393.867016
2024-11-13 22:02:41,24,0.01,16,0.1,128,16,0.03,MAPE,50,0.03406684100627899,107.04638124999997,0.020411197105946147,126.34643489419723,1295.47539
2024-11-14 15:00:23,25,0.01,8,0.3,128,4,0.01,MAPE,50,0.022629696875810623,106.47960437499998,0.020171993054982053,122.9667279200233,1187.679168
2024-11-14 15:20:30,26,0.03,16,0.2,64,4,0.005,MAPE,50,0.025520505383610725,168.21408984375006,0.03195160092201316,181.80698337294058,1204.471392
2024-11-14 15:40:47,27,0.05,16,0.1,128,8,0.01,MAPE,50,0.050464726984500885,217.05670562500006,0.04129125489885539,228.71496159764527,1214.427444
2024-11-14 15:59:54,28,0.03,32,0.1,16,8,0.005,MAPE,50,0.026978494599461555,123.37906906249998,0.02345159745661212,135.10969281224925,1143.683738
2024-11-14 16:20:14,29,0.05,16,0.3,128,4,0.005,MAPE,50,0.02658560313284397,106.77606734375,0.020270277257857048,123.19172982611212,1217.367302
2024-11-14 16:41:11,30,0.03,16,0.1,64,4,0.03,MAPE,50,0.02308296412229538,134.98741531250002,0.025573032113627693,149.81003390795982,1253.743848
2024-11-14 17:02:22,31,0.01,8,0.2,16,8,0.005,MAPE,50,0.04369865357875824,208.11275906250003,0.039598595483387906,229.31499786422995,1268.055833
2024-11-14 17:24:25,32,0.01,32,0.2,16,16,0.03,MAPE,50,0.01916257105767727,119.71352999999998,0.022523573872431656,143.13184332882074,1319.663489
2024-11-14 17:48:07,33,0.03,32,0.2,128,16,0.01,MAPE,50,0.054300565272569656,470.64501171874997,0.0896554233576431,497.02343603667254,1418.80231
